"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","Discount","PaymentMethod","ShippingCost","Category","SalesChannel","ReturnStatus","ShipmentProvider","WarehouseLocation","OrderPriority"
921405,"SKU_1803","Wireless Mouse",37,"2024-06-27 17:00",45.57,52041,"Australia",0.05,"paypall",28.06,"Furniture","Online","Not Returned","DHL","Rome","High"
825898,"SKU_1852","T-shirt",38,"2021-09-14 05:00",76.83,63991,"Belgium",0.14,"Bank Transfer",16.42,"Furniture","Online","Not Returned","Royal Mail","Paris","Low"
971910,"SKU_1951","Backpack",32,"2025-06-10 17:00",15.56,81950,"Germany",0.36,"paypall",18.57,"Accessories","In-store","Not Returned","Royal Mail","Berlin","High"
305680,"SKU_1286","USB Cable",23,"2025-02-25 11:00",77.98,76169,"Belgium",0.02,"paypall",18.39,"Stationery","In-store","Not Returned","FedEx","London","Medium"
398009,"SKU_1135","T-shirt",44,"2022-02-02 01:00",48.3,94777,"Spain",0.02,"Bank Transfer",23.21,"Apparel","In-store","Not Returned","DHL","London","Low"
307358,"SKU_1113","Office Chair",24,"2021-12-18 19:00",61.46,56137,"United Kingdom",0.07,"paypall",6.63,"Stationery","Online","Not Returned","Royal Mail","Paris","High"
160067,"SKU_1119","Notebook",1,"2022-03-02 00:00",79.29,79758,"Australia",0.44,"Credit Card",24.22,"Apparel","Online","Not Returned","DHL","Amsterdam","High"
249138,"SKU_1317","Blue Pen",23,"2022-04-06 19:00",93.81,47379,"Netherlands",0.03,"Credit Card",8.85,"Electronics","Online","Returned","Royal Mail","Paris","High"
462612,"SKU_1687","Desk Lamp",14,"2021-01-29 11:00",21.27,86784,"Norway",0.35,"Credit Card",6.16,"Electronics","Online","Not Returned","Royal Mail","Amsterdam","Low"
822224,"SKU_1201","Wall Clock",45,"2024-09-28 16:00",76.38,66890,"United Kingdom",0.16,"Credit Card",18.07,"Apparel","In-store","Not Returned","DHL","Paris","Medium"
144439,"SKU_1116","Blue Pen",7,"2020-11-10 10:00",65.41,88716,"France",0.22,"Bank Transfer",16.63,"Accessories","Online","Not Returned","Royal Mail","London","Low"
662667,"SKU_1336","Wireless Mouse",26,"2021-09-08 16:00",97.74,59440,"Italy",0.25,"paypall",24.71,"Apparel","Online","Not Returned","DHL","Rome","Low"
896240,"SKU_1440","Headphones",39,"2021-12-24 21:00",89.66,24931,"Australia",0.2,"Bank Transfer",16.13,"Furniture","In-store","Not Returned","UPS","London","Medium"
761450,"SKU_1894","Office Chair",15,"2020-02-12 21:00",74.6,99955,"Germany",0.25,"Credit Card",19.19,"Electronics","Online","Not Returned","UPS","Rome","Low"
632669,"SKU_1487","Wall Clock",23,"2021-07-23 15:00",98.02,41215,"United States",0.47,"Credit Card",13.43,"Accessories","In-store","Not Returned","DHL","Paris","Medium"
863799,"SKU_1721","Wall Clock",46,"2020-06-19 18:00",40.09,39959,"United States",0,"Credit Card",14.92,"Accessories","Online","Not Returned","UPS","Amsterdam","Low"
727523,"SKU_1035","Desk Lamp",49,"2021-08-03 07:00",35.33,18523,"Netherlands",0.31,"Credit Card",24.97,"Furniture","Online","Not Returned","FedEx","London","Low"
369258,"SKU_1353","T-shirt",12,"2025-08-11 22:00",73.09,51839,"United Kingdom",0.09,"Bank Transfer",16.69,"Furniture","In-store","Not Returned","UPS","London","Medium"
140491,"SKU_1666","Wireless Mouse",39,"2021-12-17 13:00",15.09,17080,"Germany",0.42,"Bank Transfer",6.01,"Electronics","In-store","Returned","FedEx","Berlin","High"
742613,"SKU_1576","Notebook",25,"2020-06-29 10:00",50.81,13705,"France",0.36,"Bank Transfer",15.26,"Stationery","Online","Not Returned","UPS","Rome","Medium"
628693,"SKU_1961","White Mug",41,"2024-12-13 06:00",8.03,94093,"Netherlands",0.26,"Bank Transfer",12.67,"Stationery","In-store","Not Returned","UPS","London","Medium"
925787,"SKU_1536","Wall Clock",37,"2023-10-11 19:00",99.1,73331,"United Kingdom",0.03,"Credit Card",28.06,"Accessories","In-store","Not Returned","UPS","Amsterdam","Medium"
779739,"SKU_1818","Blue Pen",44,"2024-04-12 08:00",41.35,94690,"France",0.46,"paypall",6.81,"Accessories","In-store","Not Returned","UPS","Berlin","High"
511234,"SKU_1785","Blue Pen",31,"2023-04-03 13:00",27.31,45133,"Germany",0.21,"Credit Card",27.78,"Furniture","In-store","Not Returned","Royal Mail","Amsterdam","Medium"
546187,"SKU_1124","Backpack",34,"2023-04-30 05:00",34.86,15143,"United States",0.07,"Bank Transfer",17.99,"Furniture","Online","Returned","UPS","Rome","High"
462681,"SKU_1518","Notebook",1,"2021-03-09 08:00",16.81,66281,"Netherlands",0.28,"paypall",28.14,"Stationery","Online","Not Returned","FedEx","Rome","Low"
725303,"SKU_1222","Backpack",41,"2020-05-07 14:00",60.49,62889,"Netherlands",0.39,"Credit Card",18.37,"Accessories","In-store","Not Returned","Royal Mail","Amsterdam","Medium"
966628,"SKU_1192","Wireless Mouse",12,"2023-11-02 02:00",77.6,22458,"Norway",0.41,"paypall",11.82,"Furniture","Online","Not Returned","Royal Mail","Berlin","High"
420168,"SKU_1924","Notebook",5,"2023-05-21 03:00",73.08,82501,"Australia",0.21,"paypall",25.74,"Apparel","In-store","Not Returned","UPS","Berlin","Medium"
682964,"SKU_1735","USB Cable",39,"2023-06-28 01:00",2.12,18927,"Germany",0.39,"Bank Transfer",10.04,"Furniture","In-store","Not Returned","Royal Mail","Berlin","Medium"
621430,"SKU_1144","Notebook",49,"2020-01-01 10:00",87.56,13030,"United Kingdom",0.19,"paypall",9.83,"Stationery","In-store","Returned","UPS","Paris","Medium"
967955,"SKU_1211","USB Cable",36,"2025-01-14 02:00",52.11,88095,"United States",0.33,"paypall",21.56,"Stationery","Online","Not Returned","UPS","Amsterdam","Low"
861985,"SKU_1756","T-shirt",14,"2020-04-07 23:00",59.19,51116,"Sweden",0.38,"Bank Transfer",13.69,"Stationery","Online","Not Returned","UPS","Amsterdam","High"
728030,"SKU_1660","Office Chair",2,"2022-05-20 12:00",10.36,76114,"Sweden",0.47,"Credit Card",15.38,"Electronics","In-store","Not Returned","FedEx","Paris","Low"
118695,"SKU_1570","Blue Pen",30,"2025-03-13 21:00",54.08,59266,"Sweden",0.1,"Credit Card",18.78,"Accessories","In-store","Not Returned","UPS","Paris","High"
868021,"SKU_1424","Backpack",4,"2023-09-14 19:00",95.58,16692,"Norway",0.09,"paypall",14.78,"Apparel","In-store","Not Returned","FedEx","Berlin","High"
235769,"SKU_1825","USB Cable",25,"2025-01-01 22:00",74.07,84392,"Belgium",0.26,"Bank Transfer",5.81,"Apparel","In-store","Not Returned","FedEx","Paris","Low"
406172,"SKU_1808","Notebook",38,"2021-08-06 17:00",90.24,44981,"Belgium",0.35,"Credit Card",23.7,"Apparel","Online","Not Returned","DHL","Paris","High"
728322,"SKU_1906","Backpack",37,"2025-01-22 22:00",8.94,47655,"Sweden",0.49,"paypall",11.96,"Stationery","Online","Not Returned","Royal Mail","Rome","High"
452265,"SKU_1655","White Mug",39,"2023-07-16 23:00",72.6,71237,"Belgium",0.15,"Bank Transfer",7.5,"Furniture","In-store","Not Returned","UPS","Berlin","Medium"
328749,"SKU_1162","Wall Clock",48,"2023-11-06 23:00",81.35,11667,"Italy",0.05,"paypall",29.94,"Stationery","Online","Not Returned","Royal Mail","Amsterdam","High"
871152,"SKU_1383","Wireless Mouse",17,"2020-12-11 23:00",62.61,74141,"Spain",0.48,"Bank Transfer",26.22,"Furniture","Online","Not Returned","Royal Mail","Rome","High"
417234,"SKU_1316","Notebook",49,"2022-05-14 20:00",11.03,50046,"Norway",0.41,"paypall",20.93,"Accessories","In-store","Not Returned","Royal Mail","Rome","Medium"
898602,"SKU_1537","T-shirt",6,"2023-09-16 12:00",74.92,57676,"Norway",0.22,"paypall",11.22,"Stationery","Online","Not Returned","UPS","Paris","Medium"
449903,"SKU_1891","Backpack",42,"2021-01-02 07:00",56.61,82998,"Norway",0.06,"paypall",17.19,"Electronics","Online","Not Returned","UPS","Paris","Medium"
199244,"SKU_1502","Desk Lamp",32,"2021-03-05 01:00",78.64,33301,"United States",0.24,"paypall",26.62,"Accessories","In-store","Not Returned","Royal Mail","Berlin","Medium"
891744,"SKU_1638","T-shirt",42,"2023-05-27 16:00",15.58,80742,"Australia",0.2,"paypall",29.78,"Electronics","In-store","Not Returned","Royal Mail","Amsterdam","High"
953307,"SKU_1757","Wireless Mouse",38,"2025-06-28 01:00",69.29,76916,"Italy",0.43,"paypall",29.71,"Apparel","Online","Returned","DHL","London","Medium"
699140,"SKU_1691","Wireless Mouse",31,"2024-03-02 06:00",47.1,72935,"Germany",0.35,"Bank Transfer",11.82,"Electronics","Online","Not Returned","Royal Mail","Amsterdam","Low"
895308,"SKU_1092","USB Cable",37,"2020-11-15 17:00",75.33,29458,"Germany",0.33,"paypall",8.71,"Stationery","Online","Not Returned","DHL","Amsterdam","Medium"
915014,"SKU_1890","Office Chair",7,"2022-01-17 15:00",72.42,20154,"United States",0.13,"Bank Transfer",18.25,"Apparel","In-store","Not Returned","DHL","Amsterdam","Medium"
771210,"SKU_1679","Backpack",23,"2020-03-10 16:00",95.96,59004,"United States",0.11,"Bank Transfer",16.87,"Furniture","In-store","Not Returned","UPS","London","Medium"
611919,"SKU_1771","T-shirt",46,"2024-11-11 09:00",77.45,64281,"Spain",0.24,"Credit Card",20.47,"Electronics","In-store","Not Returned","DHL","Berlin","Medium"
198235,"SKU_1209","Office Chair",1,"2024-06-08 05:00",71.66,16897,"Belgium",0.02,"Bank Transfer",10.7,"Accessories","In-store","Not Returned","UPS","London","Medium"
761818,"SKU_1025","Desk Lamp",16,"2023-08-13 14:00",63.09,13485,"United Kingdom",0.11,"paypall",6.72,"Stationery","Online","Not Returned","DHL","Berlin","Low"
998141,"SKU_1476","Office Chair",26,"2024-03-05 12:00",17.83,67225,"Portugal",0.24,"paypall",23.12,"Apparel","In-store","Not Returned","DHL","Paris","Low"
980082,"SKU_1700","Wireless Mouse",15,"2023-12-22 07:00",47.35,89710,"Portugal",0.27,"Bank Transfer",9.16,"Accessories","In-store","Not Returned","FedEx","Rome","High"
649547,"SKU_1389","T-shirt",27,"2023-07-19 18:00",22.7,32844,"United States",0.42,"Credit Card",6.1,"Electronics","In-store","Not Returned","UPS","Paris","High"
472405,"SKU_1566","Wall Clock",2,"2024-06-13 09:00",2.85,40097,"Sweden",0.46,"Bank Transfer",12.69,"Stationery","Online","Not Returned","DHL","Paris","Low"
392329,"SKU_1336","Backpack",13,"2024-09-30 08:00",1.5,72117,"United States",0.28,"Bank Transfer",29.01,"Electronics","Online","Not Returned","DHL","Paris","Medium"
163470,"SKU_1622","Backpack",13,"2025-01-06 21:00",85.65,19986,"Italy",0.24,"paypall",20.34,"Apparel","In-store","Not Returned","FedEx","Berlin","Medium"
304750,"SKU_1759","Office Chair",47,"2022-03-09 05:00",82.98,43597,"Sweden",0.07,"Credit Card",16.43,"Apparel","In-store","Not Returned","DHL","Amsterdam","High"
311213,"SKU_1735","Notebook",38,"2024-02-11 00:00",27.57,76280,"Netherlands",0.32,"paypall",29.22,"Furniture","Online","Not Returned","UPS","Berlin","Medium"
622419,"SKU_1458","Office Chair",47,"2022-07-18 00:00",72.25,58218,"United States",0.44,"Credit Card",17.5,"Furniture","Online","Not Returned","DHL","Rome","High"
470965,"SKU_1635","Office Chair",1,"2020-05-12 21:00",21.17,52427,"Sweden",0.02,"Bank Transfer",6.03,"Accessories","Online","Not Returned","FedEx","Rome","High"
499456,"SKU_1626","Headphones",3,"2024-06-27 01:00",62,83061,"Germany",0.15,"paypall",23.51,"Electronics","In-store","Not Returned","DHL","Amsterdam","Medium"
848609,"SKU_1175","Headphones",16,"2021-12-14 06:00",96.8,19861,"Sweden",0.49,"paypall",6.41,"Electronics","Online","Not Returned","DHL","London","Medium"
286964,"SKU_1447","White Mug",28,"2022-04-25 19:00",25.27,57074,"Italy",0.14,"paypall",29.26,"Furniture","In-store","Not Returned","FedEx","London","Medium"
429708,"SKU_1115","USB Cable",31,"2023-02-28 19:00",33.55,65390,"United States",0.04,"paypall",15.2,"Accessories","In-store","Not Returned","FedEx","Amsterdam","Low"
190450,"SKU_1078","Blue Pen",28,"2022-02-08 03:00",95.53,22667,"France",0.23,"Bank Transfer",9.14,"Accessories","In-store","Returned","FedEx","Amsterdam","Low"
805321,"SKU_1817","Desk Lamp",28,"2021-04-02 22:00",19.29,21782,"United States",0.35,"Bank Transfer",23.79,"Stationery","In-store","Not Returned","Royal Mail","Berlin","Medium"
740816,"SKU_1220","Blue Pen",13,"2021-02-09 03:00",94.59,56600,"Netherlands",0.47,"Credit Card",7.48,"Furniture","In-store","Not Returned","FedEx","Rome","High"
811720,"SKU_1951","Wireless Mouse",22,"2023-06-10 18:00",25.52,62048,"Italy",0.44,"paypall",15.34,"Electronics","In-store","Not Returned","FedEx","Berlin","Medium"
698521,"SKU_1187","Notebook",26,"2025-06-27 01:00",1.47,57242,"United States",0.35,"Credit Card",13.22,"Electronics","In-store","Not Returned","Royal Mail","Berlin","High"
407784,"SKU_1594","White Mug",6,"2023-04-28 00:00",24.3,77852,"Belgium",0.24,"paypall",10.56,"Stationery","Online","Not Returned","UPS","Amsterdam","Low"
917688,"SKU_1894","Blue Pen",44,"2025-07-16 13:00",15.63,66284,"Germany",0.25,"Credit Card",11.63,"Apparel","In-store","Returned","FedEx","London","Low"
369999,"SKU_1254","Notebook",6,"2023-01-26 01:00",1.64,89634,"Netherlands",0.45,"Bank Transfer",24.21,"Stationery","Online","Not Returned","UPS","London","Low"
376383,"SKU_1425","Wireless Mouse",30,"2021-12-27 10:00",68.24,10924,"Australia",0.07,"paypall",11.17,"Electronics","Online","Returned","UPS","Berlin","Medium"
789703,"SKU_1144","T-shirt",38,"2024-12-19 06:00",31.53,42747,"Italy",0.06,"Bank Transfer",7.73,"Furniture","Online","Not Returned","UPS","Berlin","High"
532102,"SKU_1825","USB Cable",36,"2025-06-16 18:00",56.01,70261,"Australia",0.09,"Bank Transfer",29.63,"Apparel","Online","Not Returned","Royal Mail","Amsterdam","Medium"
262591,"SKU_1659","Desk Lamp",2,"2025-06-23 21:00",10.04,97482,"Portugal",0.23,"paypall",17.56,"Apparel","In-store","Not Returned","UPS","Amsterdam","Low"
415783,"SKU_1436","USB Cable",5,"2020-12-02 12:00",88.52,57098,"France",0.12,"paypall",17.85,"Stationery","Online","Returned","DHL","Rome","Medium"
877277,"SKU_1947","USB Cable",14,"2023-08-17 10:00",47.37,84086,"Norway",0.49,"paypall",7.6,"Apparel","In-store","Returned","Royal Mail","Rome","High"
169214,"SKU_1070","USB Cable",11,"2024-01-11 11:00",31.25,30228,"France",0.38,"paypall",12.18,"Electronics","Online","Not Returned","Royal Mail","Paris","High"
526993,"SKU_1461","Headphones",29,"2025-01-06 13:00",63.02,65949,"Norway",0.08,"Bank Transfer",16.03,"Stationery","In-store","Not Returned","UPS","Berlin","Low"
476437,"SKU_1485","T-shirt",10,"2024-09-11 20:00",38.7,14073,"Germany",0.19,"Bank Transfer",18.12,"Electronics","In-store","Not Returned","UPS","London","Low"
605916,"SKU_1800","Wireless Mouse",1,"2024-12-05 15:00",95.55,34596,"Norway",0.13,"Credit Card",12.22,"Apparel","Online","Not Returned","Royal Mail","London","Medium"
601076,"SKU_1794","Headphones",49,"2020-04-12 07:00",34.58,66702,"Spain",0.33,"paypall",28.95,"Electronics","Online","Not Returned","FedEx","Berlin","Medium"
405273,"SKU_1892","T-shirt",30,"2020-11-09 09:00",68,26833,"Norway",0.26,"Bank Transfer",5.66,"Furniture","Online","Not Returned","DHL","Amsterdam","Medium"
982879,"SKU_1810","Wall Clock",30,"2022-08-23 08:00",33.1,44670,"Sweden",0.39,"paypall",16.73,"Furniture","Online","Not Returned","Royal Mail","Paris","Medium"
726945,"SKU_1626","Notebook",47,"2024-01-06 08:00",11.66,34771,"Spain",0.28,"Bank Transfer",27.55,"Electronics","In-store","Not Returned","DHL","London","Low"
536421,"SKU_1549","T-shirt",28,"2021-06-04 06:00",78.26,79381,"France",0.29,"paypall",18.96,"Electronics","In-store","Not Returned","UPS","London","Medium"
914671,"SKU_1489","USB Cable",35,"2023-02-01 23:00",33.72,30067,"Germany",0.02,"Credit Card",24.04,"Furniture","In-store","Not Returned","FedEx","Amsterdam","Low"
686463,"SKU_1910","Wall Clock",27,"2022-04-04 21:00",37.39,96651,"Norway",0.07,"Credit Card",14.98,"Furniture","Online","Not Returned","DHL","Amsterdam","Medium"
781533,"SKU_1955","Desk Lamp",4,"2024-09-27 12:00",32.83,56500,"United Kingdom",0.45,"Credit Card",25.59,"Electronics","Online","Not Returned","DHL","Berlin","High"
430619,"SKU_1452","Wall Clock",14,"2024-09-22 04:00",40.3,22394,"Australia",0.2,"Credit Card",11.44,"Apparel","In-store","Not Returned","DHL","London","Medium"
119870,"SKU_1266","Wireless Mouse",20,"2020-02-02 11:00",47.27,61339,"Spain",0.4,"Bank Transfer",20.8,"Electronics","Online","Not Returned","UPS","Berlin","Medium"
931906,"SKU_1957","Headphones",47,"2023-11-30 02:00",69.48,61907,"Australia",0.18,"Bank Transfer",14.53,"Apparel","Online","Not Returned","UPS","London","Medium"
441572,"SKU_1962","T-shirt",36,"2023-06-20 18:00",33.92,56141,"Netherlands",0.25,"paypall",16.39,"Accessories","Online","Not Returned","FedEx","London","High"
163789,"SKU_1221","Notebook",32,"2025-01-15 13:00",98.83,48900,"Netherlands",0.15,"Bank Transfer",16.17,"Furniture","In-store","Not Returned","FedEx","Amsterdam","High"
172715,"SKU_1793","White Mug",32,"2020-04-04 00:00",81.95,15115,"France",0.04,"Bank Transfer",12.63,"Apparel","In-store","Not Returned","UPS","Amsterdam","Medium"
876716,"SKU_1852","White Mug",35,"2023-02-07 19:00",92.49,86403,"Sweden",0.25,"Credit Card",26.58,"Accessories","Online","Not Returned","UPS","Amsterdam","High"
265159,"SKU_1813","Headphones",34,"2020-09-05 06:00",37.77,29125,"Australia",0.5,"Credit Card",25.06,"Apparel","Online","Not Returned","FedEx","Amsterdam","Medium"
639353,"SKU_1516","Backpack",25,"2022-03-07 15:00",58.64,79961,"Italy",0.37,"paypall",29.15,"Furniture","Online","Returned","Royal Mail","Amsterdam","Medium"
212833,"SKU_1498","Desk Lamp",14,"2023-01-10 14:00",2.14,22545,"United Kingdom",0.29,"Credit Card",24.69,"Electronics","In-store","Not Returned","UPS","Rome","Low"
667942,"SKU_1084","Notebook",39,"2023-11-20 20:00",61.76,68109,"Sweden",0.4,"Credit Card",8.2,"Furniture","Online","Not Returned","DHL","Paris","Medium"
256080,"SKU_1457","Desk Lamp",8,"2021-03-08 23:00",18.45,26286,"Sweden",0.38,"Bank Transfer",19.16,"Apparel","Online","Returned","FedEx","Paris","High"
114060,"SKU_1987","USB Cable",29,"2020-02-23 01:00",14.93,35287,"Italy",0.33,"Bank Transfer",14.55,"Electronics","In-store","Not Returned","UPS","London","Low"
688613,"SKU_1305","Headphones",28,"2021-10-22 01:00",39.26,51641,"Germany",0.41,"Credit Card",6.13,"Stationery","In-store","Returned","UPS","Amsterdam","Low"
646565,"SKU_1684","USB Cable",2,"2022-06-16 09:00",88.86,41963,"Italy",0.34,"paypall",23.31,"Accessories","In-store","Not Returned","FedEx","Paris","Medium"
854207,"SKU_1183","Blue Pen",5,"2022-07-26 12:00",32.73,73750,"Sweden",0.13,"Bank Transfer",17.1,"Stationery","Online","Returned","FedEx","Paris","High"
501365,"SKU_1306","White Mug",15,"2022-10-08 00:00",21.19,66320,"United Kingdom",0.33,"paypall",10.45,"Electronics","Online","Not Returned","UPS","Rome","Medium"
614879,"SKU_1454","Backpack",17,"2022-12-24 21:00",98.8,35343,"France",0.34,"Credit Card",29.36,"Furniture","In-store","Not Returned","Royal Mail","Amsterdam","Low"
381620,"SKU_1909","T-shirt",28,"2021-07-31 08:00",58.22,19545,"France",0.06,"paypall",29.96,"Furniture","Online","Returned","Royal Mail","Berlin","High"
147013,"SKU_1464","Blue Pen",2,"2021-04-21 18:00",27.25,14637,"Sweden",0.36,"Credit Card",18.52,"Apparel","Online","Returned","UPS","Amsterdam","Medium"
811863,"SKU_1564","Headphones",35,"2022-04-12 12:00",6.47,57839,"United States",0.49,"Bank Transfer",9.64,"Stationery","Online","Returned","UPS","Berlin","High"
317215,"SKU_1602","Headphones",45,"2020-03-06 23:00",51.94,13183,"Norway",0.05,"Credit Card",24.99,"Furniture","Online","Not Returned","DHL","Amsterdam","Medium"
304026,"SKU_1475","Desk Lamp",35,"2024-11-22 16:00",63.76,38483,"Portugal",0.23,"Credit Card",23.23,"Accessories","In-store","Not Returned","FedEx","London","Medium"
150737,"SKU_1302","USB Cable",20,"2024-08-11 22:00",88.42,73928,"Portugal",0.26,"paypall",21.34,"Accessories","Online","Not Returned","UPS","Rome","Medium"
278810,"SKU_1225","Wall Clock",25,"2022-07-11 03:00",97.77,68150,"United States",0.12,"Credit Card",25.14,"Accessories","Online","Not Returned","UPS","Amsterdam","Low"
877508,"SKU_1716","Office Chair",34,"2024-01-15 00:00",50.44,69696,"France",0.06,"Bank Transfer",6.5,"Stationery","In-store","Not Returned","FedEx","London","Medium"
819282,"SKU_1485","White Mug",43,"2020-06-24 23:00",45.08,71225,"Netherlands",0.32,"Credit Card",13.56,"Stationery","In-store","Not Returned","FedEx","London","Medium"
104999,"SKU_1336","Blue Pen",29,"2025-03-09 02:00",80.13,23733,"Spain",0.31,"Credit Card",10.03,"Accessories","In-store","Not Returned","UPS","London","Low"
824291,"SKU_1300","Desk Lamp",43,"2021-01-27 08:00",63.93,67989,"France",0.27,"paypall",23.36,"Apparel","Online","Not Returned","Royal Mail","Rome","Low"
526904,"SKU_1774","T-shirt",26,"2023-02-24 23:00",10.16,83768,"Netherlands",0.31,"Bank Transfer",20.31,"Electronics","In-store","Not Returned","FedEx","Amsterdam","High"
858769,"SKU_1171","Wall Clock",10,"2022-11-01 18:00",34.7,90198,"France",0.41,"Bank Transfer",13.55,"Stationery","Online","Not Returned","DHL","Rome","High"
812856,"SKU_1124","Desk Lamp",47,"2024-03-27 21:00",11.01,18761,"Norway",0.16,"Credit Card",23.84,"Accessories","Online","Not Returned","Royal Mail","Rome","Low"
808669,"SKU_1101","Desk Lamp",45,"2021-01-13 06:00",43.06,66623,"United Kingdom",0.12,"Credit Card",18.06,"Apparel","Online","Not Returned","Royal Mail","Berlin","Low"
475572,"SKU_1446","Blue Pen",20,"2020-12-10 13:00",7.75,31308,"Australia",0.25,"paypall",10.71,"Electronics","Online","Not Returned","DHL","Rome","Medium"
858171,"SKU_1380","T-shirt",39,"2021-02-08 12:00",44.39,98852,"Belgium",0.43,"paypall",25.02,"Stationery","Online","Not Returned","UPS","London","Low"
391456,"SKU_1558","USB Cable",12,"2022-04-18 18:00",52.49,44518,"Portugal",0.09,"Bank Transfer",14.89,"Furniture","In-store","Not Returned","UPS","London","Low"
751809,"SKU_1490","Backpack",17,"2025-08-18 10:00",37.08,52861,"Australia",0.04,"paypall",9.33,"Stationery","Online","Returned","UPS","Paris","High"
579906,"SKU_1234","Office Chair",47,"2025-05-18 02:00",45.51,96618,"Portugal",0.48,"Credit Card",13.71,"Furniture","In-store","Returned","Royal Mail","Rome","High"
719212,"SKU_1151","Wall Clock",12,"2021-05-02 18:00",99.31,89335,"Italy",0.02,"Credit Card",12.64,"Electronics","In-store","Not Returned","FedEx","London","Medium"
595010,"SKU_1516","Wireless Mouse",28,"2020-08-01 01:00",51.52,91219,"Spain",0.5,"Credit Card",28.98,"Electronics","Online","Not Returned","Royal Mail","Paris","High"
611092,"SKU_1133","Backpack",6,"2024-03-24 07:00",11.44,90318,"France",0.34,"Bank Transfer",7.49,"Furniture","In-store","Not Returned","UPS","Paris","High"
287486,"SKU_1641","USB Cable",29,"2021-06-27 23:00",4,78671,"Germany",0.19,"paypall",26.63,"Apparel","In-store","Not Returned","FedEx","Berlin","Medium"
885735,"SKU_1885","Wireless Mouse",11,"2024-11-02 23:00",6.16,12539,"Portugal",0.04,"paypall",18.42,"Furniture","Online","Returned","FedEx","Amsterdam","Medium"
490719,"SKU_1829","Backpack",18,"2020-03-09 09:00",58.66,52069,"Sweden",0.34,"Bank Transfer",9.32,"Electronics","In-store","Not Returned","Royal Mail","Berlin","Medium"
558105,"SKU_1446","Wireless Mouse",29,"2024-12-08 11:00",41.34,37984,"Spain",0.18,"Credit Card",27.87,"Apparel","In-store","Not Returned","Royal Mail","Amsterdam","Low"
329939,"SKU_1742","Wall Clock",31,"2023-12-29 15:00",44.32,30635,"Portugal",0.07,"Credit Card",28,"Stationery","In-store","Not Returned","DHL","Paris","Medium"
284616,"SKU_1340","T-shirt",42,"2022-09-25 03:00",64.18,97327,"Portugal",0.45,"paypall",16.5,"Furniture","Online","Not Returned","Royal Mail","Amsterdam","Medium"
748416,"SKU_1329","White Mug",21,"2023-11-29 08:00",10.81,14817,"Portugal",0.23,"Bank Transfer",21.39,"Stationery","In-store","Not Returned","FedEx","Paris","High"
463109,"SKU_1746","Office Chair",23,"2023-05-13 10:00",60.05,69009,"Italy",0.44,"Credit Card",14.01,"Accessories","Online","Not Returned","DHL","London","Low"
604492,"SKU_1918","Wall Clock",4,"2020-02-04 05:00",47.7,50629,"Portugal",0.44,"Credit Card",11.93,"Stationery","In-store","Not Returned","FedEx","Rome","Low"
824412,"SKU_1685","USB Cable",33,"2024-04-23 14:00",21.84,71895,"France",0.39,"Bank Transfer",13.47,"Apparel","In-store","Not Returned","UPS","Paris","Low"
621848,"SKU_1858","Backpack",26,"2025-04-27 19:00",98.37,51634,"United Kingdom",0.37,"Credit Card",21.92,"Furniture","In-store","Not Returned","UPS","London","High"
434479,"SKU_1181","USB Cable",3,"2025-08-07 00:00",72.85,59367,"Netherlands",0.4,"paypall",21.43,"Apparel","Online","Not Returned","Royal Mail","Berlin","High"
739207,"SKU_1258","Headphones",19,"2020-12-31 06:00",14.19,50514,"Portugal",0.11,"Bank Transfer",11.16,"Electronics","In-store","Not Returned","FedEx","Amsterdam","High"
559173,"SKU_1295","Desk Lamp",30,"2023-08-09 11:00",79.93,13544,"Belgium",0.47,"paypall",15.73,"Electronics","Online","Not Returned","Royal Mail","Rome","Medium"
223554,"SKU_1551","Headphones",30,"2021-12-15 21:00",36.34,64880,"Sweden",0.41,"paypall",18.67,"Apparel","In-store","Not Returned","DHL","Amsterdam","Medium"
632912,"SKU_1353","Backpack",38,"2024-04-21 08:00",59.88,76366,"Italy",0.44,"Credit Card",14.9,"Apparel","Online","Not Returned","UPS","Berlin","Medium"
210782,"SKU_1205","Office Chair",28,"2022-04-12 13:00",74.57,23351,"Belgium",0.18,"paypall",19.8,"Stationery","In-store","Returned","DHL","Amsterdam","High"
137743,"SKU_1872","Wall Clock",1,"2021-07-18 17:00",42.46,30036,"Norway",0.43,"Bank Transfer",5.82,"Furniture","In-store","Not Returned","Royal Mail","Amsterdam","High"
712233,"SKU_1273","USB Cable",16,"2021-08-03 09:00",40.19,42503,"Norway",0.19,"paypall",5.34,"Apparel","In-store","Not Returned","DHL","Berlin","High"
270899,"SKU_1529","Wireless Mouse",15,"2023-07-15 18:00",48.81,27132,"Belgium",0.24,"Credit Card",14.87,"Furniture","Online","Not Returned","Royal Mail","Paris","Medium"
613604,"SKU_1247","Office Chair",37,"2023-07-24 02:00",33.41,12627,"Norway",0.03,"Bank Transfer",11.65,"Apparel","Online","Not Returned","UPS","Paris","Low"
672854,"SKU_1523","Wireless Mouse",31,"2022-02-12 20:00",62.3,17147,"France",0.11,"paypall",5.55,"Accessories","Online","Not Returned","FedEx","Paris","Low"
